State,Date,Crash_Type,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Articulated_Truck_Involvement,Speed_Limit,Road_User,Gender,Age
QLD,03-Nov-09,Single,No,No,No,100,Driver,Male,79
WA,03-Nov-09,Single,No,No,No,110,Driver,Female,46
NSW,04-Nov-09,Pedestrian,No,No,No,60,Pedestrian,Male,36
SA,04-Nov-09,Multiple,No,No,Yes,110,Driver,Female,44
NSW,05-Nov-09,Multiple,Yes,No,No,60,Driver,Male,77
VIC,05-Nov-09,Single,No,No,No,60,Driver,Male,25
QLD,05-Nov-09,Multiple,No,Yes,No,100,Driver,Female,55
NSW,06-Nov-09,Multiple,No,No,No,100,Passenger,Female,73
VIC,06-Nov-09,Single,No,No,No,110,Driver,Male,42
QLD,06-Nov-09,Single,No,No,No,100,Passenger,Male,31
SA,06-Nov-09,Multiple,No,No,No,80,Bicyclist,Male,42
NSW,07-Nov-09,Single,No,No,No,0,Motorcycle rider,Male,40
QLD,07-Nov-09,Pedestrian,No,No,Yes,100,Pedestrian,Male,64
WA,07-Nov-09,Pedestrian,No,No,No,50,Pedestrian,Female,68
WA,07-Nov-09,Single,No,No,No,110,Driver,Female,40
NT,07-Nov-09,Single,No,No,No,60,Driver,Male,21
WA,08-Nov-09,Single,No,No,No,80,Driver,Male,24
NSW,10-Nov-09,Pedestrian,No,No,No,60,Pedestrian,Female,66
VIC,10-Nov-09,Multiple,No,No,No,80,Motorcycle rider,Male,21
WA,10-Nov-09,Multiple,No,No,Yes,110,Driver,Male,44
QLD,11-Nov-09,Single,No,No,No,110,Driver,Male,39
QLD,11-Nov-09,Single,No,No,No,100,Passenger,Female,38
WA,11-Nov-09,Multiple,No,No,No,60,Motorcycle rider,Male,59
NSW,12-Nov-09,Multiple,No,No,No,100,Motorcycle rider,Male,39
VIC,12-Nov-09,Multiple,No,Yes,No,100,Driver,Male,44
VIC,12-Nov-09,Single,No,No,No,100,Driver,Male,40
VIC,12-Nov-09,Multiple,No,No,No,60,Motorcycle rider,Male,58
VIC,12-Nov-09,Multiple,No,No,No,100,Driver,Male,70
SA,12-Nov-09,Single,No,No,No,80,Driver,Male,28
WA,12-Nov-09,Multiple,No,Yes,Yes,90,Driver,Male,40
WA,12-Nov-09,Multiple,No,No,No,110,Driver,Female,18
WA,12-Nov-09,Single,No,No,No,0,Driver,Female,30
VIC,13-Nov-09,Multiple,No,No,No,60,Driver,Female,84
VIC,14-Nov-09,Single,No,No,No,100,Driver,Male,72
QLD,14-Nov-09,Single,No,No,No,100,Passenger,Male,21
NSW,15-Nov-09,Multiple,No,No,No,80,Motorcycle rider,Male,33
NSW,15-Nov-09,Multiple,No,No,Yes,110,Passenger,Male,20
NSW,15-Nov-09,Multiple,No,No,Yes,110,Passenger,Male,20
NSW,15-Nov-09,Multiple,No,No,Yes,110,Passenger,Male,19
NSW,15-Nov-09,Multiple,No,No,Yes,110,Driver,Male,19
VIC,15-Nov-09,Single,No,No,No,100,Driver,Male,66
QLD,15-Nov-09,Single,No,No,No,60,Driver,Male,24
SA,15-Nov-09,Single,No,No,No,110,Driver,Male,26
WA,15-Nov-09,Single,No,No,No,110,Driver,Male,55
VIC,16-Nov-09,Multiple,No,No,No,80,Passenger,Female,86
QLD,16-Nov-09,Multiple,No,No,No,110,Driver,Female,74
NSW,17-Nov-09,Single,No,No,No,60,Driver,Female,50
VIC,17-Nov-09,Single,No,No,No,100,Driver,Female,55
WA,17-Nov-09,Single,No,No,No,110,Driver,Male,20
NSW,18-Nov-09,Single,No,No,No,60,Driver,Male,31
QLD,18-Nov-09,Multiple,No,No,No,80,Driver,Male,34
WA,18-Nov-09,Single,No,No,No,60,Driver,Male,25
NSW,19-Nov-09,Multiple,No,Yes,No,100,Driver,Female,76
NSW,19-Nov-09,Single,No,No,No,70,Passenger,Male,15
NSW,19-Nov-09,Single,No,No,No,70,Passenger,Female,11
NSW,19-Nov-09,Pedestrian,No,No,No,60,Pedestrian,Male,75
VIC,19-Nov-09,Multiple,No,No,No,70,Driver,Male,85
QLD,19-Nov-09,Single,No,No,No,60,Driver,Male,50
SA,19-Nov-09,Single,No,No,No,90,Passenger,Female,27
SA,19-Nov-09,Single,No,No,No,90,Passenger,Female,0
NSW,20-Nov-09,Single,No,No,No,60,Driver,Male,47
NSW,20-Nov-09,Pedestrian,No,No,No,60,Pedestrian,Female,72
VIC,20-Nov-09,Single,No,No,No,100,Passenger,Male,15
QLD,20-Nov-09,Single,No,No,No,80,Passenger,Female,10
QLD,20-Nov-09,Multiple,No,No,No,110,Driver,Male,18
SA,20-Nov-09,Multiple,No,No,Yes,110,Driver,Female,78
TAS,20-Nov-09,Single,No,No,No,60,Driver,Male,47
NSW,21-Nov-09,Single,No,No,No,110,Passenger,Male,24
VIC,21-Nov-09,Single,No,No,No,100,Driver,Female,31
QLD,21-Nov-09,Single,No,No,No,100,Driver,Male,23
SA,21-Nov-09,Single,No,No,No,110,Driver,Male,56
NT,21-Nov-09,Single,No,No,No,110,Passenger,Female,29
VIC,22-Nov-09,Single,No,No,No,100,Driver,Female,60
QLD,22-Nov-09,Single,No,No,No,60,Passenger,Male,35
NSW,23-Nov-09,Single,No,No,No,80,Passenger,Male,80
NSW,23-Nov-09,Single,No,No,No,50,Motorcycle rider,Male,16
VIC,23-Nov-09,Multiple,No,No,No,0,Motorcycle rider,Male,32
WA,23-Nov-09,Single,No,No,No,100,Passenger,Male,82
WA,23-Nov-09,Single,No,No,No,70,Driver,Female,58
WA,23-Nov-09,Multiple,No,No,No,70,Motorcycle rider,Male,51
NSW,24-Nov-09,Multiple,No,No,No,60,Driver,Male,18
VIC,24-Nov-09,Single,No,No,No,100,Driver,Female,20
WA,24-Nov-09,Single,No,No,No,0,Motorcycle rider,Male,45
WA,24-Nov-09,Single,No,No,No,110,Driver,Male,31
QLD,25-Nov-09,Multiple,No,No,No,90,Passenger,Female,19
WA,25-Nov-09,Single,No,No,No,100,Driver,Female,37
TAS,25-Nov-09,Single,No,No,Yes,100,Driver,Male,67
NSW,26-Nov-09,Single,No,No,No,100,Passenger,Female,80
NSW,26-Nov-09,Single,No,No,No,100,Driver,Female,88
QLD,26-Nov-09,Pedestrian,No,No,No,60,Pedestrian,Male,19
SA,26-Nov-09,Multiple,No,No,Yes,110,Driver,Male,45
WA,26-Nov-09,Single,No,No,No,70,Driver,Male,23
NSW,27-Nov-09,Multiple,No,No,No,70,Passenger,Female,21
NSW,28-Nov-09,Single,No,No,No,60,Motorcycle rider,Male,20
NSW,28-Nov-09,Single,No,No,No,50,Driver,Male,54
QLD,28-Nov-09,Single,No,No,No,100,Motorcycle rider,Male,47
NSW,29-Nov-09,Multiple,No,No,No,60,Driver,Male,34
VIC,29-Nov-09,Single,No,No,No,100,Driver,Male,61
WA,29-Nov-09,Single,No,No,No,110,Driver,Male,51
WA,29-Nov-09,Single,No,No,No,80,Driver,Male,25
VIC,30-Nov-09,Multiple,No,No,No,60,Passenger,Female,33
NSW,01-Dec-09,Multiple,No,No,Yes,70,Driver,Female,52
VIC,01-Dec-09,Multiple,No,No,No,60,Bicyclist,Male,63
VIC,01-Dec-09,Pedestrian,No,No,No,100,Pedestrian,Male,46
SA,01-Dec-09,Single,No,No,No,100,Passenger,Male,44
VIC,02-Dec-09,Single,No,No,No,80,Driver,Male,40
TAS,02-Dec-09,Multiple,No,No,Yes,110,Passenger,Male,40
NSW,04-Dec-09,Multiple,No,No,No,80,Driver,Male,67
QLD,04-Dec-09,Pedestrian,No,No,No,80,Pedestrian,Male,46
QLD,04-Dec-09,Pedestrian,No,No,No,80,Pedestrian,Female,40
TAS,04-Dec-09,Multiple,Yes,No,No,60,Passenger,Female,65
NSW,05-Dec-09,Single,No,No,No,60,Driver,Male,28
NSW,05-Dec-09,Multiple,No,No,No,60,Passenger,Female,95
VIC,05-Dec-09,Single,No,No,No,100,Driver,Female,61
VIC,05-Dec-09,Single,No,No,Yes,100,Driver,Male,47
SA,05-Dec-09,Single,No,No,No,60,Driver,Male,58
NSW,06-Dec-09,Single,No,No,No,100,Driver,Female,38
NSW,06-Dec-09,Single,No,No,No,100,Passenger,Female,41
NSW,06-Dec-09,Multiple,No,No,Yes,100,Driver,Male,41
NSW,06-Dec-09,Multiple,No,No,Yes,100,Passenger,Female,25
NSW,06-Dec-09,Multiple,No,No,Yes,100,Passenger,Female,44
NSW,06-Dec-09,Multiple,No,No,Yes,100,Passenger,Female,50
NSW,06-Dec-09,Multiple,No,No,Yes,100,Passenger,Male,0
VIC,06-Dec-09,Multiple,No,No,No,60,Motorcycle rider,Male,21
QLD,06-Dec-09,Single,No,No,No,60,Driver,Male,22
WA,06-Dec-09,Single,No,No,No,110,Driver,Male,16
WA,06-Dec-09,Single,No,No,No,110,Driver,Male,29
NT,07-Dec-09,Single,No,No,No,100,Driver,Male,24
NSW,08-Dec-09,Single,No,No,No,50,Motorcycle rider,Male,42
NSW,08-Dec-09,Single,No,No,No,100,Driver,Male,81
VIC,08-Dec-09,Single,No,No,No,70,Passenger,Male,36
VIC,09-Dec-09,Single,No,No,No,80,Driver,Male,38
WA,09-Dec-09,Multiple,No,Yes,No,110,Driver,Male,41
WA,09-Dec-09,Pedestrian,No,No,No,0,Pedestrian,Male,66
SA,10-Dec-09,Multiple,No,No,No,60,Driver,Female,89
SA,10-Dec-09,Multiple,No,No,No,100,Driver,Male,16
WA,10-Dec-09,Multiple,No,No,No,50,Motorcycle rider,Male,40
WA,10-Dec-09,Single,No,No,No,110,Passenger,Female,76
NSW,11-Dec-09,Pedestrian,No,No,No,50,Pedestrian,Female,80
TAS,11-Dec-09,Single,No,No,No,50,Driver,Male,79
VIC,12-Dec-09,Multiple,No,No,No,70,Driver,Female,86
QLD,12-Dec-09,Multiple,No,No,No,80,Driver,Female,50
SA,12-Dec-09,Single,No,No,No,60,Passenger,Male,16
NSW,13-Dec-09,Multiple,No,No,No,100,Driver,Female,18
VIC,13-Dec-09,Multiple,No,No,No,80,Driver,Male,15
VIC,13-Dec-09,Multiple,No,No,No,100,Motorcycle rider,Male,47
VIC,13-Dec-09,Multiple,No,No,No,100,Motorcycle rider,Male,22
QLD,13-Dec-09,Single,No,No,No,80,Passenger,Male,25
QLD,13-Dec-09,Single,No,No,No,60,Driver,Male,19
SA,13-Dec-09,Single,No,No,No,100,Driver,Male,36
WA,13-Dec-09,Single,No,No,No,70,Motorcycle rider,Male,32
VIC,14-Dec-09,Single,No,No,No,100,Driver,Female,44
WA,14-Dec-09,Pedestrian,No,No,No,80,Pedestrian,Female,32
VIC,15-Dec-09,Single,No,No,No,100,Driver,Male,39
VIC,15-Dec-09,Pedestrian,No,No,No,60,Pedestrian,Female,58
NSW,16-Dec-09,Single,No,No,No,60,Driver,Male,35
VIC,16-Dec-09,Single,No,No,No,50,Passenger,Male,17
VIC,16-Dec-09,Multiple,No,Unknown,No,50,Driver,Male,32
WA,16-Dec-09,Single,No,No,No,110,Passenger,Male,27
VIC,17-Dec-09,Single,No,No,No,70,Driver,Female,39
QLD,17-Dec-09,Single,No,No,No,100,Passenger,Male,37
QLD,17-Dec-09,Multiple,No,No,No,60,Motorcycle rider,Male,40
QLD,17-Dec-09,Multiple,No,No,Yes,100,Driver,Male,36
NSW,18-Dec-09,Single,No,No,No,100,Driver,Male,42
NSW,18-Dec-09,Single,No,No,No,100,Passenger,Male,25
NSW,18-Dec-09,Multiple,No,No,No,100,Passenger,Female,27
VIC,18-Dec-09,Single,No,No,No,60,Passenger,Female,19
QLD,18-Dec-09,Multiple,No,No,Yes,110,Driver,Male,48
WA,18-Dec-09,Single,No,No,No,110,Driver,Female,32
WA,18-Dec-09,Multiple,No,Yes,No,110,Driver,Male,75
WA,18-Dec-09,Multiple,No,Yes,No,110,Passenger,Female,69
NSW,19-Dec-09,Single,No,No,No,60,Passenger,Male,23
NSW,19-Dec-09,Single,No,No,No,60,Motorcycle rider,Male,32
NSW,19-Dec-09,Single,No,No,No,80,Passenger,Male,30
VIC,19-Dec-09,Single,No,No,No,100,Motorcycle rider,Male,32
QLD,19-Dec-09,Multiple,No,No,Yes,100,Driver,Male,19
QLD,19-Dec-09,Single,No,No,No,100,Driver,Male,21
SA,19-Dec-09,Pedestrian,No,No,No,110,Pedestrian,Male,58
WA,19-Dec-09,Single,No,Yes,No,110,Driver,Male,27
WA,19-Dec-09,Multiple,No,Yes,No,100,Driver,Male,59
TAS,19-Dec-09,Multiple,No,No,No,100,Driver,Female,68
NSW,20-Dec-09,Single,No,No,No,100,Driver,Male,28
NSW,20-Dec-09,Pedestrian,No,No,No,100,Pedestrian,Male,33
NSW,20-Dec-09,Single,No,No,No,60,Passenger,Male,22
VIC,20-Dec-09,Multiple,No,No,No,100,Motorcycle rider,Male,34
VIC,20-Dec-09,Pedestrian,No,No,No,60,Pedestrian,Male,6
WA,20-Dec-09,Single,No,No,No,20,Driver,Female,74
NT,20-Dec-09,Pedestrian,No,No,No,100,Pedestrian,Male,33
VIC,21-Dec-09,Multiple,No,No,No,100,Bicyclist,Male,66
VIC,21-Dec-09,Multiple,No,No,No,80,Driver,Female,29
VIC,21-Dec-09,Pedestrian,No,No,No,80,Pedestrian,Female,46
NSW,22-Dec-09,Single,No,No,No,110,Passenger,Female,28
VIC,22-Dec-09,Single,No,No,No,100,Driver,Female,28
TAS,22-Dec-09,Multiple,No,No,No,110,Driver,Male,54
TAS,22-Dec-09,Multiple,No,No,No,110,Driver,Male,17
NSW,23-Dec-09,Pedestrian,No,No,No,50,Pedestrian,Male,63
NSW,23-Dec-09,Multiple,No,No,No,80,Driver,Female,51
VIC,23-Dec-09,Multiple,No,No,No,60,Motorcycle rider,Male,36
QLD,23-Dec-09,Multiple,No,No,No,110,Driver,Male,88
WA,23-Dec-09,Multiple,No,No,No,110,Driver,Male,76
NSW,24-Dec-09,Single,No,No,No,100,Driver,Female,26
VIC,24-Dec-09,Multiple,No,No,No,80,Driver,Male,21
VIC,25-Dec-09,Multiple,No,No,No,60,Passenger,Male,87
QLD,25-Dec-09,Single,No,No,No,100,Driver,Male,35
SA,25-Dec-09,Single,No,No,No,80,Passenger,Male,55
QLD,26-Dec-09,Single,No,No,No,70,Driver,Male,28
QLD,26-Dec-09,Multiple,No,No,No,60,Bicyclist,Male,24
WA,26-Dec-09,Single,No,No,No,60,Passenger,Female,34
NSW,27-Dec-09,Single,No,No,No,100,Passenger,Female,19
VIC,27-Dec-09,Multiple,No,No,No,60,Passenger,Unknown,0
TAS,27-Dec-09,Single,No,No,No,60,Passenger,Female,13
NSW,28-Dec-09,Multiple,No,No,Yes,100,Driver,Male,36
NSW,28-Dec-09,Multiple,No,No,Yes,100,Passenger,Female,13
NSW,28-Dec-09,Multiple,No,No,Yes,100,Passenger,Female,11
NSW,28-Dec-09,Multiple,No,No,Yes,100,Driver,Male,47
VIC,28-Dec-09,Multiple,No,No,No,100,Motorcycle rider,Male,56
QLD,28-Dec-09,Multiple,No,No,No,60,Passenger,Male,17
VIC,29-Dec-09,Multiple,No,No,No,70,Driver,Male,45
QLD,29-Dec-09,Multiple,No,No,No,100,Driver,Male,33
NSW,30-Dec-09,Single,No,No,No,50,Motorcycle rider,Male,24
VIC,30-Dec-09,Pedestrian,No,Yes,No,80,Pedestrian,Female,86
QLD,30-Dec-09,Single,No,No,No,100,Driver,Male,21
NSW,31-Dec-09,Multiple,No,No,No,80,Passenger,Female,2
VIC,31-Dec-09,Single,No,No,No,70,Motorcycle rider,Male,18
WA,31-Dec-09,Single,No,No,No,110,Driver,Male,38
VIC,01-Jan-08,Single,No,No,No,100,Driver,Female,26
WA,01-Jan-08,Single,No,No,No,0,Passenger,Female,19
NSW,03-Jan-08,Multiple,No,No,Yes,70,Driver,Male,70
VIC,03-Jan-08,Single,No,No,No,100,Motorcycle rider,Male,58
VIC,03-Jan-08,Single,No,No,No,80,Passenger,Male,20
WA,03-Jan-08,Multiple,No,No,No,50,Motorcycle rider,Male,23
WA,03-Jan-08,Single,No,No,No,50,Driver,Female,33
WA,03-Jan-08,Pedestrian,No,No,No,50,Pedestrian,Female,15
WA,03-Jan-08,Pedestrian,No,No,No,50,Pedestrian,Male,30
ACT,03-Jan-08,Single,No,No,No,50,Motorcycle rider,Male,27
VIC,04-Jan-08,Multiple,No,No,No,100,Motorcycle rider,Female,51
VIC,05-Jan-08,Pedestrian,No,No,No,70,Pedestrian,Male,22
VIC,05-Jan-08,Multiple,No,No,No,100,Driver,Male,80
QLD,05-Jan-08,Multiple,No,No,Yes,80,Driver,Male,20
QLD,05-Jan-08,Multiple,No,No,Yes,80,Passenger,Female,17
QLD,05-Jan-08,Multiple,No,No,Yes,80,Passenger,Male,18
QLD,05-Jan-08,Multiple,No,No,Yes,80,Passenger,Male,21
TAS,05-Jan-08,Single,No,No,No,50,Passenger,Male,15
NSW,06-Jan-08,Multiple,No,No,No,80,Driver,Male,17
NSW,06-Jan-08,Pedestrian,No,No,No,100,Pedestrian,Male,67
VIC,06-Jan-08,Single,No,No,No,100,Driver,Male,36
QLD,06-Jan-08,Multiple,No,No,Yes,80,Passenger,Female,75
QLD,06-Jan-08,Multiple,No,No,No,100,Driver,Male,53
TAS,06-Jan-08,Single,No,No,No,110,Motorcycle rider,Male,27
SA,07-Jan-08,Multiple,No,No,No,100,Driver,Female,74
WA,07-Jan-08,Single,No,No,No,100,Driver,Male,21
WA,07-Jan-08,Single,No,No,No,110,Passenger,Male,33
WA,07-Jan-08,Single,No,No,No,110,Driver,Female,26
WA,07-Jan-08,Single,No,No,No,100,Passenger,Female,32
VIC,08-Jan-08,Multiple,No,No,No,40,Driver,Male,22
WA,08-Jan-08,Multiple,No,No,No,110,Driver,Male,52
WA,08-Jan-08,Multiple,No,No,No,110,Passenger,Female,52
NSW,09-Jan-08,Single,No,No,Yes,100,Driver,Male,38
NSW,09-Jan-08,Multiple,No,No,Yes,110,Driver,Male,40
NSW,09-Jan-08,Multiple,No,No,Yes,110,Driver,Male,39
NSW,09-Jan-08,Multiple,No,No,Yes,110,Passenger,Male,11
NSW,09-Jan-08,Single,No,No,No,50,Motorcycle rider,Male,37
NSW,09-Jan-08,Single,No,No,No,80,Driver,Male,18
VIC,09-Jan-08,Single,No,No,No,100,Passenger,Male,51
QLD,09-Jan-08,Single,No,No,No,100,Driver,Male,44
QLD,09-Jan-08,Multiple,No,No,No,100,Driver,Male,50
QLD,09-Jan-08,Single,No,No,No,100,Passenger,Male,20
SA,09-Jan-08,Single,No,No,No,60,Driver,Male,30
NSW,10-Jan-08,Single,No,No,No,50,Bicyclist,Male,49
VIC,11-Jan-08,Single,No,No,No,80,Driver,Male,76
VIC,11-Jan-08,Multiple,No,No,No,100,Passenger,Male,27
VIC,11-Jan-08,Multiple,No,No,No,100,Passenger,Male,30
QLD,11-Jan-08,Single,No,Yes,No,60,Driver,Male,21
QLD,11-Jan-08,Single,No,No,No,60,Motorcycle rider,Male,38
QLD,11-Jan-08,Single,No,No,No,60,Driver,Female,17
TAS,12-Jan-08,Multiple,No,No,No,100,Driver,Female,49
NSW,13-Jan-08,Multiple,No,No,No,100,Passenger,Male,47
VIC,13-Jan-08,Single,No,No,No,50,Motorcycle pillion passenger,Female,23
VIC,13-Jan-08,Single,No,No,No,50,Motorcycle rider,Male,35
QLD,13-Jan-08,Multiple,No,No,No,50,Motorcycle rider,Male,11
QLD,13-Jan-08,Single,No,No,No,100,Motorcycle rider,Male,20
NSW,14-Jan-08,Multiple,No,No,No,100,Bicyclist,Male,16
NSW,14-Jan-08,Multiple,No,No,Yes,100,Driver,Male,40
SA,14-Jan-08,Multiple,No,Yes,No,110,Driver,Male,84
WA,15-Jan-08,Multiple,No,No,No,60,Passenger,Male,23
NSW,16-Jan-08,Single,No,No,No,110,Driver,Male,81
NSW,17-Jan-08,Multiple,No,No,Yes,50,Driver,Female,50
VIC,17-Jan-08,Multiple,No,No,Yes,60,Driver,Male,27
VIC,17-Jan-08,Single,No,No,No,100,Passenger,Male,57
QLD,17-Jan-08,Multiple,No,Yes,Yes,100,Driver,Male,25
WA,17-Jan-08,Single,No,No,No,80,Driver,Male,20
NSW,18-Jan-08,Multiple,No,Yes,No,100,Passenger,Female,21
NSW,18-Jan-08,Pedestrian,No,No,No,50,Pedestrian,Male,86
QLD,18-Jan-08,Multiple,No,No,Yes,100,Driver,Male,21
TAS,18-Jan-08,Single,No,Yes,No,100,Driver,Male,54
NSW,19-Jan-08,Single,No,No,No,100,Driver,Female,29
NSW,19-Jan-08,Single,No,No,No,100,Driver,Male,19
NSW,20-Jan-08,Single,No,No,No,100,Driver,Male,41
SA,20-Jan-08,Multiple,No,No,No,110,Motorcycle rider,Female,51
NSW,22-Jan-08,Multiple,No,No,No,70,Passenger,Female,77
VIC,22-Jan-08,Multiple,No,Yes,No,100,Passenger,Male,4
VIC,22-Jan-08,Multiple,No,Yes,No,100,Passenger,Male,0
SA,22-Jan-08,Multiple,No,No,Yes,110,Bicyclist,Male,16
QLD,23-Jan-08,Single,No,No,No,60,Motorcycle rider,Male,43
QLD,23-Jan-08,Single,No,No,No,100,Driver,Male,39
TAS,23-Jan-08,Multiple,No,No,No,110,Driver,Male,37
NSW,24-Jan-08,Single,No,No,No,90,Motorcycle rider,Male,39
VIC,25-Jan-08,Single,No,No,No,50,Motorcycle rider,Male,26
QLD,25-Jan-08,Multiple,No,No,Yes,100,Driver,Male,19
QLD,25-Jan-08,Multiple,No,No,Yes,100,Passenger,Female,28
WA,25-Jan-08,Multiple,No,No,No,70,Motorcycle rider,Male,45
WA,26-Jan-08,Single,No,No,No,50,Driver,Male,28
NT,26-Jan-08,Single,No,No,No,60,Driver,Male,18
VIC,27-Jan-08,Single,No,No,No,100,Motorcycle rider,Male,50
VIC,27-Jan-08,Multiple,No,No,No,100,Passenger,Male,30
VIC,27-Jan-08,Multiple,No,No,No,100,Driver,Female,25
QLD,27-Jan-08,Pedestrian,No,No,Yes,100,Pedestrian,Male,23
NSW,28-Jan-08,Pedestrian,No,No,No,50,Pedestrian,Male,18
NSW,28-Jan-08,Multiple,No,No,No,50,Passenger,Male,20
NSW,28-Jan-08,Single,No,No,No,80,Driver,Male,36
NSW,28-Jan-08,Multiple,No,No,No,100,Passenger,Male,24
VIC,28-Jan-08,Pedestrian,No,No,No,100,Pedestrian,Male,29
VIC,28-Jan-08,Multiple,No,No,No,80,Driver,Male,32
VIC,29-Jan-08,Multiple,No,No,No,80,Passenger,Female,91
QLD,29-Jan-08,Multiple,No,Yes,Yes,100,Driver,Male,44
NT,29-Jan-08,Pedestrian,No,No,No,60,Pedestrian,Male,78
NSW,30-Jan-08,Multiple,No,No,No,70,Driver,Female,23
NSW,30-Jan-08,Multiple,No,No,No,50,Motorcycle rider,Male,18
VIC,30-Jan-08,Multiple,No,No,Yes,80,Motorcycle rider,Male,73
QLD,30-Jan-08,Pedestrian,No,No,No,50,Pedestrian,Male,87
QLD,30-Jan-08,Multiple,No,Yes,No,100,Passenger,Female,47
QLD,30-Jan-08,Multiple,No,Yes,No,100,Driver,Male,48
QLD,30-Jan-08,Multiple,No,No,Yes,100,Driver,Male,84
QLD,30-Jan-08,Multiple,No,No,Yes,60,Motorcycle rider,Male,23
VIC,31-Jan-08,Multiple,No,No,No,100,Driver,Female,47
VIC,31-Jan-08,Pedestrian,No,Yes,No,80,Pedestrian,Male,51
QLD,31-Jan-08,Single,No,No,Yes,100,Driver,Male,56
NSW,01-Feb-08,Multiple,No,No,No,70,Passenger,Female,78
NSW,01-Feb-08,Multiple,No,No,No,60,Driver,Female,51
NSW,01-Feb-08,Multiple,No,No,No,60,Passenger,Male,58
QLD,01-Feb-08,Multiple,No,No,No,60,Motorcycle rider,Male,29
NSW,02-Feb-08,Single,No,No,No,100,Passenger,Male,20
VIC,02-Feb-08,Pedestrian,No,No,No,50,Pedestrian,Male,84
QLD,02-Feb-08,Multiple,No,No,No,100,Driver,Male,63
QLD,02-Feb-08,Single,No,No,No,100,Motorcycle rider,Male,47
NSW,03-Feb-08,Single,No,No,No,80,Driver,Male,48
NSW,04-Feb-08,Multiple,No,No,No,80,Driver,Male,48
NSW,04-Feb-08,Multiple,No,No,No,80,Driver,Male,57
VIC,04-Feb-08,Multiple,No,No,No,60,Driver,Female,80
QLD,04-Feb-08,Multiple,No,No,Yes,100,Driver,Male,20
QLD,04-Feb-08,Multiple,No,No,Yes,100,Passenger,Male,18
NSW,05-Feb-08,Multiple,No,No,No,60,Motorcycle rider,Male,21
TAS,05-Feb-08,Single,No,No,No,80,Passenger,Female,37
NSW,06-Feb-08,Multiple,No,No,No,100,Driver,Male,48
NSW,06-Feb-08,Multiple,No,No,No,100,Passenger,Female,38
NSW,06-Feb-08,Multiple,No,No,No,50,Driver,Female,82
VIC,06-Feb-08,Pedestrian,No,No,No,60,Pedestrian,Male,61
QLD,06-Feb-08,Single,No,No,Yes,60,Driver,Male,65
QLD,07-Feb-08,Pedestrian,No,No,No,60,Pedestrian,Male,16
QLD,07-Feb-08,Pedestrian,No,No,No,60,Pedestrian,Male,15
WA,07-Feb-08,Single,No,No,No,110,Driver,Female,54
TAS,07-Feb-08,Single,No,No,No,100,Driver,Male,24
NT,07-Feb-08,Multiple,No,Yes,No,100,Driver,Male,86
NSW,08-Feb-08,Multiple,No,No,No,50,Passenger,Male,28
QLD,08-Feb-08,Single,No,No,Yes,90,Driver,Male,57
QLD,08-Feb-08,Single,No,No,No,100,Motorcycle rider,Male,46
NSW,09-Feb-08,Multiple,No,No,No,70,Driver,Male,22
NSW,09-Feb-08,Single,No,No,No,100,Driver,Male,22
VIC,09-Feb-08,Single,No,No,No,80,Driver,Male,78
VIC,09-Feb-08,Single,No,No,No,100,Driver,Male,18
SA,09-Feb-08,Multiple,No,No,No,60,Motorcycle rider,Male,36
NT,09-Feb-08,Single,No,No,No,80,Driver,Male,43
NSW,10-Feb-08,Multiple,No,No,No,100,Motorcycle rider,Male,60
VIC,10-Feb-08,Single,No,No,Yes,100,Driver,Male,41
SA,10-Feb-08,Single,No,No,No,100,Driver,Male,31
NSW,11-Feb-08,Multiple,Yes,No,No,80,Driver,Female,24
VIC,11-Feb-08,Pedestrian,Yes,No,No,60,Pedestrian,Female,79
QLD,11-Feb-08,Multiple,No,No,No,100,Driver,Male,27
WA,11-Feb-08,Single,No,No,No,110,Driver,Male,55
NT,11-Feb-08,Single,No,No,No,100,Passenger,Female,24
ACT,11-Feb-08,Multiple,No,No,No,50,Driver,Male,86
NSW,12-Feb-08,Single,No,No,No,100,Driver,Female,79
QLD,12-Feb-08,Single,No,No,No,100,Passenger,Male,42
QLD,12-Feb-08,Single,No,No,Yes,70,Driver,Male,42
NSW,13-Feb-08,Pedestrian,No,Yes,No,60,Pedestrian,Male,48
WA,13-Feb-08,Single,No,No,No,110,Passenger,Male,53
VIC,15-Feb-08,Multiple,No,No,No,70,Driver,Male,24
NSW,16-Feb-08,Single,No,No,No,80,Driver,Male,22
VIC,16-Feb-08,Pedestrian,No,No,No,80,Pedestrian,Male,30
WA,16-Feb-08,Single,No,No,No,110,Driver,Male,17
WA,16-Feb-08,Single,No,No,No,90,Passenger,Male,1
NSW,17-Feb-08,Single,No,No,No,80,Driver,Male,23
VIC,17-Feb-08,Multiple,No,No,No,100,Motorcycle rider,Male,56
QLD,17-Feb-08,Single,No,No,No,100,Driver,Male,25
WA,17-Feb-08,Single,No,No,No,90,Driver,Male,26
TAS,17-Feb-08,Single,No,No,No,50,Motorcycle rider,Male,45
NSW,18-Feb-08,Single,No,No,No,100,Driver,Female,63
NSW,18-Feb-08,Multiple,No,No,No,70,Passenger,Female,25
QLD,18-Feb-08,Single,No,No,No,100,Driver,Male,60
WA,18-Feb-08,Multiple,No,Yes,No,110,Driver,Female,37
