State,Date,Crash_Type,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Articulated_Truck_Involvement,Speed_Limit,Road_User,Gender,Age
NSW,01-Mar-98,Single,No,Unknown,No,110,Motorcycle rider,Male,42
NSW,01-Mar-98,Multiple,No,Unknown,No,110,Driver,Male,18
NSW,01-Mar-98,Multiple,No,Unknown,No,110,Driver,Female,46
NSW,01-Mar-98,Multiple,No,Unknown,No,100,Passenger,Male,6
NSW,01-Mar-98,Multiple,No,Unknown,No,100,Driver,Male,76
VIC,01-Mar-98,Single,No,Unknown,No,100,Passenger,Male,15
QLD,01-Mar-98,Multiple,No,Unknown,No,80,Passenger,Male,0
WA,01-Mar-98,Single,No,Unknown,No,110,Passenger,Male,41
WA,01-Mar-98,Single,No,Unknown,Yes,110,Driver,Male,32
TAS,01-Mar-98,Multiple,No,Unknown,No,100,Motorcycle rider,Male,35
NSW,02-Mar-98,Multiple,No,Unknown,No,100,Driver,Male,17
VIC,02-Mar-98,Single,No,Unknown,No,60,Motorcycle rider,Male,22
NSW,03-Mar-98,Multiple,No,Unknown,No,80,Driver,Male,22
NSW,03-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,82
TAS,03-Mar-98,Single,No,Unknown,No,110,Driver,Female,19
NSW,04-Mar-98,Single,No,Unknown,No,60,Motorcycle rider,Male,15
NSW,04-Mar-98,Single,No,Unknown,No,60,Driver,Male,23
VIC,04-Mar-98,Multiple,No,Unknown,No,60,Driver,Male,46
QLD,04-Mar-98,Single,No,Unknown,No,60,Driver,Male,75
QLD,04-Mar-98,Single,No,Unknown,No,100,Passenger,Male,24
VIC,05-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,69
VIC,05-Mar-98,Multiple,No,Unknown,No,60,Driver,Male,20
ACT,05-Mar-98,Single,No,Unknown,No,0,Motorcycle rider,Male,18
VIC,06-Mar-98,Multiple,No,Unknown,No,70,Driver,Male,18
QLD,06-Mar-98,Multiple,No,Unknown,No,100,Driver,Male,24
NSW,07-Mar-98,Single,No,Unknown,No,100,Driver,Male,32
QLD,07-Mar-98,Multiple,No,Unknown,No,80,Passenger,Female,71
SA,07-Mar-98,Pedestrian,No,Unknown,Yes,100,Pedestrian,Female,37
SA,07-Mar-98,Single,No,Unknown,No,100,Motorcycle rider,Male,42
VIC,08-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,36
TAS,08-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,17
VIC,09-Mar-98,Single,No,Unknown,No,100,Driver,Male,69
SA,09-Mar-98,Multiple,No,Unknown,No,110,Passenger,Male,25
NSW,10-Mar-98,Multiple,No,Unknown,No,100,Passenger,Female,35
NSW,10-Mar-98,Multiple,No,Unknown,No,100,Driver,Male,52
NSW,10-Mar-98,Multiple,No,Unknown,No,100,Passenger,Female,6
QLD,10-Mar-98,Single,No,Unknown,Yes,110,Driver,Male,39
WA,10-Mar-98,Single,No,Unknown,No,60,Motorcycle rider,Male,19
NSW,11-Mar-98,Single,No,Unknown,No,100,Passenger,Male,37
VIC,11-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,92
SA,11-Mar-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,32
NSW,12-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,62
NSW,12-Mar-98,Pedestrian,No,Unknown,No,70,Pedestrian,Male,70
VIC,12-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,47
VIC,12-Mar-98,Multiple,No,Unknown,No,80,Passenger,Female,50
VIC,12-Mar-98,Single,No,Unknown,No,100,Motorcycle rider,Male,25
WA,12-Mar-98,Single,No,Unknown,No,110,Passenger,Female,3
NSW,13-Mar-98,Multiple,No,Unknown,No,60,Driver,Female,62
QLD,13-Mar-98,Multiple,No,Unknown,No,60,Passenger,Female,57
SA,13-Mar-98,Single,No,Unknown,No,100,Driver,Male,28
SA,13-Mar-98,Single,No,Unknown,No,90,Passenger,Female,15
SA,13-Mar-98,Single,No,Unknown,No,90,Passenger,Female,14
NSW,14-Mar-98,Multiple,No,Unknown,No,60,Driver,Female,45
NSW,14-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,20
NSW,14-Mar-98,Single,No,Unknown,No,60,Passenger,Male,Unknown
NSW,14-Mar-98,Single,No,Unknown,No,60,Passenger,Male,18
QLD,14-Mar-98,Pedestrian,No,Unknown,No,70,Pedestrian,Male,29
QLD,14-Mar-98,Single,No,Unknown,No,60,Motorcycle pillion passenger,Male,40
NSW,15-Mar-98,Multiple,No,Unknown,No,60,Passenger,Female,20
NSW,15-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,85
VIC,15-Mar-98,Multiple,No,Unknown,Yes,60,Driver,Female,26
SA,15-Mar-98,Single,No,Unknown,No,100,Driver,Male,18
WA,15-Mar-98,Single,No,Unknown,No,110,Driver,Male,20
WA,15-Mar-98,Single,No,Unknown,No,110,Passenger,Male,15
WA,15-Mar-98,Single,No,Unknown,No,110,Passenger,Male,15
TAS,15-Mar-98,Single,No,Unknown,No,100,Driver,Male,17
NSW,16-Mar-98,Single,No,Unknown,No,60,Motorcycle rider,Male,21
QLD,16-Mar-98,Multiple,No,Unknown,No,60,Passenger,Female,32
NSW,17-Mar-98,Multiple,No,Unknown,No,60,Passenger,Female,80
VIC,17-Mar-98,Multiple,No,Unknown,No,60,Driver,Male,37
VIC,17-Mar-98,Multiple,No,Unknown,No,60,Driver,Female,87
VIC,17-Mar-98,Single,No,Unknown,Yes,60,Driver,Male,48
SA,17-Mar-98,Single,No,Unknown,No,90,Driver,Male,16
WA,17-Mar-98,Multiple,No,Unknown,Yes,70,Driver,Female,80
NSW,18-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,21
NSW,18-Mar-98,Single,No,Unknown,No,110,Passenger,Female,18
NSW,18-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,58
NSW,18-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,86
VIC,18-Mar-98,Single,No,Unknown,No,100,Driver,Male,43
QLD,18-Mar-98,Multiple,No,Unknown,No,60,Passenger,Female,83
SA,18-Mar-98,Multiple,No,Unknown,Yes,80,Driver,Female,35
SA,18-Mar-98,Multiple,No,Unknown,Yes,80,Passenger,Male,4
WA,18-Mar-98,Single,No,Unknown,No,110,Driver,Male,43
NSW,19-Mar-98,Single,No,Unknown,No,100,Driver,Female,16
NSW,19-Mar-98,Multiple,No,Unknown,No,60,Driver,Male,33
VIC,19-Mar-98,Single,No,Unknown,No,100,Driver,Male,26
QLD,19-Mar-98,Multiple,No,Unknown,Yes,70,Passenger,Male,19
TAS,19-Mar-98,Multiple,No,Unknown,No,100,Motorcycle rider,Male,27
VIC,20-Mar-98,Pedestrian,No,Unknown,No,80,Pedestrian,Female,34
QLD,20-Mar-98,Multiple,No,Unknown,No,80,Driver,Male,68
WA,20-Mar-98,Pedestrian,No,Unknown,No,110,Pedestrian,Female,15
WA,20-Mar-98,Multiple,No,Unknown,No,90,Passenger,Male,41
WA,20-Mar-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,31
NSW,21-Mar-98,Single,No,Unknown,No,100,Driver,Male,18
NSW,21-Mar-98,Single,No,Unknown,No,100,Driver,Male,85
NSW,21-Mar-98,Single,No,Unknown,No,100,Driver,Male,25
NSW,21-Mar-98,Single,No,Unknown,No,60,Motorcycle rider,Male,38
QLD,21-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,20
QLD,21-Mar-98,Single,No,Unknown,No,100,Driver,Male,51
QLD,21-Mar-98,Multiple,No,Unknown,No,100,Driver,Male,66
SA,21-Mar-98,Single,No,Unknown,No,100,Motorcycle rider,Male,21
SA,21-Mar-98,Multiple,No,Unknown,No,60,Driver,Male,58
SA,21-Mar-98,Multiple,No,Unknown,No,60,Passenger,Female,74
TAS,21-Mar-98,Single,No,Unknown,No,100,Driver,Male,21
NSW,22-Mar-98,Multiple,No,Unknown,Yes,100,Driver,Male,74
NSW,22-Mar-98,Single,No,Unknown,No,100,Bicyclist,Male,59
VIC,22-Mar-98,Multiple,No,Unknown,No,100,Driver,Female,65
VIC,22-Mar-98,Single,No,Unknown,No,100,Passenger,Female,16
VIC,22-Mar-98,Single,No,Unknown,No,100,Passenger,Male,25
VIC,22-Mar-98,Single,No,Unknown,No,100,Passenger,Male,Unknown
WA,22-Mar-98,Pedestrian,No,Unknown,No,100,Pedestrian,Female,16
WA,22-Mar-98,Single,No,Unknown,No,60,Driver,Female,25
NSW,23-Mar-98,Multiple,No,Unknown,Yes,100,Driver,Male,47
NSW,24-Mar-98,Multiple,No,Unknown,No,80,Motorcycle rider,Male,39
NSW,24-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,72
NT,24-Mar-98,Single,No,Unknown,No,900,Driver,Male,25
NSW,25-Mar-98,Single,No,Unknown,No,100,Passenger,Male,26
NSW,25-Mar-98,Multiple,No,Unknown,No,100,Driver,Male,51
NSW,25-Mar-98,Multiple,No,Unknown,Yes,110,Passenger,Female,30
NSW,25-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,59
SA,25-Mar-98,Multiple,No,Unknown,No,110,Motorcycle rider,Male,40
NSW,26-Mar-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,29
VIC,26-Mar-98,Single,No,Unknown,No,60,Driver,Male,17
NSW,27-Mar-98,Multiple,No,Unknown,No,60,Driver,Male,71
QLD,27-Mar-98,Pedestrian,No,Unknown,No,40,Pedestrian,Male,84
NSW,28-Mar-98,Single,No,Unknown,No,80,Driver,Female,22
NSW,28-Mar-98,Single,No,Unknown,No,80,Driver,Female,62
VIC,28-Mar-98,Multiple,No,Unknown,No,80,Passenger,Male,26
QLD,28-Mar-98,Single,No,Unknown,No,100,Passenger,Female,14
NSW,29-Mar-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,25
NSW,29-Mar-98,Single,No,Unknown,No,100,Passenger,Female,17
NSW,29-Mar-98,Single,No,Unknown,No,100,Passenger,Female,20
NSW,29-Mar-98,Multiple,No,Unknown,Yes,100,Driver,Male,21
NSW,29-Mar-98,Multiple,No,Unknown,Yes,100,Driver,Male,35
NSW,29-Mar-98,Multiple,No,Unknown,Yes,100,Driver,Male,34
NSW,29-Mar-98,Multiple,No,Unknown,No,100,Passenger,Female,15
VIC,29-Mar-98,Single,No,Unknown,No,60,Passenger,Male,23
VIC,29-Mar-98,Single,No,Unknown,No,100,Driver,Female,36
VIC,29-Mar-98,Multiple,No,Unknown,No,100,Passenger,Female,51
SA,29-Mar-98,Multiple,No,Unknown,No,110,Driver,Female,73
WA,29-Mar-98,Single,No,Unknown,No,110,Driver,Male,35
TAS,29-Mar-98,Pedestrian,No,Unknown,No,80,Pedestrian,Male,24
VIC,30-Mar-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,65
VIC,30-Mar-98,Pedestrian,No,Unknown,No,90,Pedestrian,Male,16
VIC,30-Mar-98,Multiple,No,Unknown,No,100,Bicyclist,Male,70
QLD,30-Mar-98,Single,No,Unknown,No,100,Driver,Male,53
QLD,30-Mar-98,Multiple,No,Unknown,No,60,Driver,Male,31
QLD,30-Mar-98,Single,No,Unknown,No,60,Driver,Male,30
ACT,30-Mar-98,Single,No,Unknown,No,0,Driver,Male,25
ACT,30-Mar-98,Multiple,No,Unknown,No,0,Bicyclist,Male,53
NSW,31-Mar-98,Single,No,Unknown,Yes,100,Driver,Male,24
NSW,31-Mar-98,Multiple,No,Unknown,Yes,100,Driver,Male,48
NSW,31-Mar-98,Multiple,No,Unknown,Yes,100,Passenger,Male,45
NSW,31-Mar-98,Multiple,No,Unknown,Yes,100,Driver,Male,42
VIC,31-Mar-98,Single,No,Unknown,No,80,Passenger,Female,1
NSW,01-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,27
NSW,01-Apr-98,Single,No,Unknown,No,100,Driver,Male,33
WA,02-Apr-98,Multiple,No,Unknown,Yes,110,Driver,Male,21
NSW,03-Apr-98,Multiple,No,Unknown,No,100,Driver,Female,51
NSW,03-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,53
VIC,03-Apr-98,Multiple,No,Unknown,No,60,Passenger,Male,50
QLD,03-Apr-98,Single,No,Unknown,No,60,Driver,Female,53
TAS,03-Apr-98,Multiple,No,Unknown,No,100,Driver,Male,47
TAS,03-Apr-98,Single,No,Unknown,No,100,Motorcycle rider,Male,55
NT,03-Apr-98,Pedestrian,No,Unknown,Yes,900,Pedestrian,Male,31
VIC,04-Apr-98,Single,No,Unknown,No,60,Motorcycle rider,Male,34
VIC,04-Apr-98,Single,No,Unknown,No,100,Driver,Male,19
VIC,04-Apr-98,Single,No,Unknown,No,100,Driver,Male,24
VIC,04-Apr-98,Multiple,No,Unknown,No,100,Passenger,Female,0
SA,04-Apr-98,Multiple,No,Unknown,No,100,Passenger,Female,56
WA,04-Apr-98,Single,No,Unknown,No,60,Motorcycle rider,Male,28
VIC,05-Apr-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,24
VIC,05-Apr-98,Single,No,Unknown,No,70,Passenger,Male,30
QLD,05-Apr-98,Single,No,Unknown,No,100,Driver,Male,18
SA,05-Apr-98,Single,No,Unknown,No,110,Driver,Male,20
WA,05-Apr-98,Single,No,Unknown,No,110,Driver,Female,81
VIC,06-Apr-98,Multiple,No,Unknown,Yes,110,Driver,Male,32
SA,06-Apr-98,Single,No,Unknown,No,110,Driver,Male,36
VIC,07-Apr-98,Multiple,No,Unknown,No,80,Passenger,Male,12
QLD,07-Apr-98,Multiple,No,Unknown,No,100,Driver,Male,26
QLD,07-Apr-98,Multiple,No,Unknown,No,100,Passenger,Female,20
QLD,07-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,21
SA,07-Apr-98,Multiple,No,Unknown,Yes,110,Driver,Male,51
WA,07-Apr-98,Single,No,Unknown,No,110,Driver,Male,36
WA,07-Apr-98,Single,No,Unknown,No,110,Passenger,Female,16
WA,07-Apr-98,Single,No,Unknown,No,110,Passenger,Male,22
NSW,08-Apr-98,Single,No,Unknown,No,100,Motorcycle rider,Male,37
VIC,08-Apr-98,Multiple,No,Unknown,No,80,Bicyclist,Male,13
QLD,08-Apr-98,Single,No,Unknown,No,100,Passenger,Male,15
TAS,08-Apr-98,Single,No,Unknown,No,110,Driver,Male,31
NT,08-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,61
NSW,09-Apr-98,Single,No,Unknown,No,100,Passenger,Female,18
VIC,09-Apr-98,Multiple,No,Unknown,Yes,110,Passenger,Male,12
QLD,09-Apr-98,Single,No,Unknown,No,50,Passenger,Male,21
QLD,09-Apr-98,Multiple,No,Unknown,No,110,Driver,Male,51
VIC,10-Apr-98,Multiple,No,Unknown,Yes,100,Driver,Male,50
TAS,10-Apr-98,Multiple,No,Unknown,No,100,Motorcycle rider,Male,16
VIC,11-Apr-98,Multiple,No,Unknown,No,100,Passenger,Male,18
NSW,12-Apr-98,Multiple,No,Unknown,No,70,Passenger,Male,28
NSW,12-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,4
VIC,12-Apr-98,Single,No,Unknown,No,100,Driver,Male,46
VIC,12-Apr-98,Multiple,No,Unknown,No,60,Driver,Female,19
QLD,12-Apr-98,Single,No,Unknown,No,110,Passenger,Female,50
SA,12-Apr-98,Pedestrian,No,Unknown,No,80,Pedestrian,Male,13
WA,12-Apr-98,Multiple,No,Unknown,Yes,90,Driver,Male,17
VIC,13-Apr-98,Multiple,No,Unknown,No,60,Driver,Male,51
NSW,14-Apr-98,Single,No,Unknown,No,60,Bicyclist,Male,44
VIC,14-Apr-98,Multiple,No,Unknown,Yes,80,Driver,Male,47
SA,14-Apr-98,Single,No,Unknown,No,100,Passenger,Male,15
SA,14-Apr-98,Single,No,Unknown,No,0,Driver,Female,17
SA,14-Apr-98,Single,No,Unknown,No,80,Driver,Male,23
QLD,15-Apr-98,Multiple,No,Unknown,No,100,Driver,Female,54
WA,15-Apr-98,Multiple,No,Unknown,No,60,Passenger,Female,0
NSW,16-Apr-98,Single,No,Unknown,No,60,Passenger,Female,55
VIC,16-Apr-98,Pedestrian,No,Unknown,No,80,Pedestrian,Female,43
VIC,16-Apr-98,Single,No,Unknown,No,100,Passenger,Female,64
VIC,16-Apr-98,Single,No,Unknown,No,100,Driver,Male,69
WA,16-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,40
NT,16-Apr-98,Single,No,Unknown,No,900,Driver,Male,17
NT,16-Apr-98,Single,No,Unknown,No,900,Passenger,Male,43
NSW,17-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,58
NSW,17-Apr-98,Single,No,Unknown,No,60,Motorcycle rider,Male,23
NSW,17-Apr-98,Pedestrian,No,Unknown,No,100,Pedestrian,Male,49
NSW,17-Apr-98,Multiple,No,Unknown,Yes,100,Passenger,Female,28
NSW,17-Apr-98,Single,No,Unknown,No,100,Driver,Male,45
NSW,17-Apr-98,Single,No,Unknown,No,100,Passenger,Female,42
NT,17-Apr-98,Pedestrian,Yes,Unknown,No,60,Pedestrian,Male,34
NSW,18-Apr-98,Single,No,Unknown,No,100,Driver,Male,36
NSW,18-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,16
NSW,18-Apr-98,Single,No,Unknown,No,100,Driver,Male,70
NSW,18-Apr-98,Single,No,Unknown,No,100,Driver,Male,19
VIC,18-Apr-98,Multiple,No,Unknown,No,60,Passenger,Male,17
VIC,18-Apr-98,Multiple,No,Unknown,No,80,Bicyclist,Male,30
VIC,18-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,66
VIC,18-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,22
VIC,19-Apr-98,Single,No,Unknown,No,60,Passenger,Female,18
VIC,19-Apr-98,Multiple,No,Unknown,Yes,100,Passenger,Male,40
SA,19-Apr-98,Single,No,Unknown,No,0,Driver,Male,17
WA,19-Apr-98,Multiple,No,Unknown,No,110,Driver,Male,51
NSW,20-Apr-98,Multiple,No,Unknown,No,90,Driver,Female,40
NSW,20-Apr-98,Multiple,No,Unknown,Yes,80,Driver,Male,29
NT,20-Apr-98,Pedestrian,No,Unknown,No,900,Pedestrian,Female,23
NSW,21-Apr-98,Single,No,Unknown,No,110,Driver,Male,38
NSW,21-Apr-98,Pedestrian,No,Unknown,No,100,Pedestrian,Male,22
NSW,21-Apr-98,Single,No,Unknown,No,60,Driver,Male,21
WA,21-Apr-98,Multiple,No,Unknown,No,60,Driver,Male,31
NSW,22-Apr-98,Pedestrian,No,Unknown,No,80,Pedestrian,Male,41
NSW,22-Apr-98,Single,No,Unknown,No,60,Driver,Male,17
VIC,22-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,63
SA,22-Apr-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,39
WA,22-Apr-98,Multiple,No,Unknown,No,90,Driver,Male,41
WA,22-Apr-98,Multiple,No,Unknown,No,90,Passenger,Female,67
WA,22-Apr-98,Multiple,No,Unknown,No,90,Passenger,Female,35
WA,22-Apr-98,Multiple,No,Unknown,No,80,Driver,Male,36
NSW,23-Apr-98,Single,No,Unknown,No,100,Driver,Male,66
NSW,23-Apr-98,Multiple,No,Unknown,No,80,Driver,Male,56
VIC,23-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,51
QLD,23-Apr-98,Single,No,Unknown,No,100,Driver,Male,34
SA,23-Apr-98,Multiple,No,Unknown,No,80,Driver,Female,47
SA,23-Apr-98,Multiple,No,Unknown,Yes,110,Driver,Female,80
SA,23-Apr-98,Multiple,No,Unknown,Yes,110,Passenger,Male,50
NT,23-Apr-98,Multiple,No,Unknown,No,100,Driver,Male,71
NSW,24-Apr-98,Multiple,No,Unknown,Yes,100,Driver,Male,40
NSW,24-Apr-98,Multiple,No,Unknown,Yes,100,Passenger,Male,34
VIC,24-Apr-98,Multiple,No,Unknown,No,70,Bicyclist,Male,10
VIC,24-Apr-98,Single,No,Unknown,No,60,Driver,Male,28
QLD,24-Apr-98,Single,No,Unknown,No,100,Passenger,Male,70
QLD,24-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,1
SA,24-Apr-98,Single,No,Unknown,No,110,Passenger,Male,30
WA,24-Apr-98,Multiple,No,Unknown,No,70,Driver,Female,54
WA,24-Apr-98,Multiple,No,Unknown,No,110,Passenger,Female,68
WA,24-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,86
WA,24-Apr-98,Pedestrian,No,Unknown,No,90,Pedestrian,Male,51
NSW,25-Apr-98,Single,No,Unknown,No,60,Motorcycle rider,Male,24
NSW,25-Apr-98,Multiple,No,Unknown,No,80,Passenger,Female,60
NSW,25-Apr-98,Multiple,No,Unknown,No,100,Motorcycle rider,Male,26
NSW,25-Apr-98,Multiple,No,Unknown,No,100,Motorcycle pillion passenger,Female,Unknown
NSW,25-Apr-98,Pedestrian,No,Unknown,No,100,Pedestrian,Female,34
VIC,25-Apr-98,Single,No,Unknown,No,60,Driver,Male,26
QLD,25-Apr-98,Multiple,No,Unknown,No,60,Driver,Male,21
NSW,26-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,58
QLD,26-Apr-98,Single,No,Unknown,No,80,Motorcycle rider,Male,30
SA,26-Apr-98,Multiple,No,Unknown,No,110,Driver,Male,83
SA,26-Apr-98,Multiple,No,Unknown,No,110,Passenger,Male,80
NSW,27-Apr-98,Multiple,No,Unknown,Yes,100,Driver,Male,50
NSW,27-Apr-98,Multiple,No,Unknown,Yes,100,Passenger,Male,61
NSW,27-Apr-98,Single,No,Unknown,No,60,Passenger,Male,17
NSW,27-Apr-98,Multiple,No,Unknown,No,80,Driver,Female,38
NSW,27-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,76
VIC,27-Apr-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,52
VIC,27-Apr-98,Multiple,No,Unknown,No,100,Driver,Female,31
QLD,27-Apr-98,Multiple,Yes,Unknown,No,100,Bicyclist,Male,77
WA,27-Apr-98,Single,No,Unknown,No,100,Driver,Male,22
WA,27-Apr-98,Single,No,Unknown,No,60,Motorcycle rider,Male,18
WA,27-Apr-98,Multiple,No,Unknown,No,80,Driver,Male,75
NSW,28-Apr-98,Multiple,No,Unknown,No,80,Driver,Male,88
VIC,28-Apr-98,Multiple,No,Unknown,No,60,Bicyclist,Male,16
VIC,29-Apr-98,Single,No,Unknown,No,80,Driver,Female,38
TAS,29-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,83
NT,29-Apr-98,Single,No,Unknown,No,900,Driver,Male,41
VIC,30-Apr-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,78
QLD,30-Apr-98,Single,No,Unknown,No,100,Driver,Male,24
QLD,30-Apr-98,Multiple,No,Unknown,No,60,Passenger,Male,22
QLD,30-Apr-98,Single,No,Unknown,No,100,Passenger,Female,28
NSW,01-May-98,Single,No,Unknown,No,100,Driver,Male,20
NSW,01-May-98,Multiple,No,Unknown,No,60,Passenger,Male,22
NSW,01-May-98,Multiple,No,Unknown,No,90,Driver,Female,22
VIC,01-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,75
VIC,01-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,76
QLD,01-May-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,20
WA,01-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,29
ACT,01-May-98,Single,No,Unknown,No,0,Motorcycle rider,Male,18
NSW,02-May-98,Multiple,No,Unknown,No,70,Driver,Male,25
NSW,02-May-98,Single,No,Unknown,No,100,Motorcycle rider,Male,29
VIC,02-May-98,Multiple,No,Unknown,No,60,Passenger,Female,25
SA,02-May-98,Multiple,No,Unknown,Yes,110,Driver,Male,47
TAS,02-May-98,Single,No,Unknown,No,100,Driver,Male,19
NSW,03-May-98,Single,No,Unknown,No,60,Passenger,Male,19
NSW,03-May-98,Multiple,No,Unknown,No,100,Driver,Male,26
NSW,03-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,75
VIC,03-May-98,Single,No,Unknown,No,80,Passenger,Female,17
QLD,03-May-98,Multiple,No,Unknown,No,100,Bicyclist,Male,54
WA,03-May-98,Multiple,No,Unknown,No,90,Driver,Male,20
ACT,03-May-98,Single,No,Unknown,No,0,Passenger,Male,20
VIC,04-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,70
VIC,04-May-98,Pedestrian,No,Unknown,No,80,Pedestrian,Female,21
QLD,04-May-98,Single,No,Unknown,No,110,Driver,Male,53
NSW,05-May-98,Multiple,No,Unknown,No,100,Driver,Female,41
NSW,05-May-98,Multiple,No,Unknown,No,100,Driver,Female,73
NSW,06-May-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,29
VIC,06-May-98,Multiple,No,Unknown,No,100,Motorcycle rider,Male,39
VIC,06-May-98,Multiple,No,Unknown,Yes,100,Driver,Female,42
VIC,06-May-98,Multiple,No,Unknown,No,100,Driver,Male,81
QLD,06-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,79
SA,06-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,74
SA,06-May-98,Multiple,No,Unknown,No,90,Driver,Female,26
TAS,06-May-98,Multiple,No,Unknown,No,100,Passenger,Female,74
WA,07-May-98,Single,No,Unknown,No,110,Motorcycle rider,Male,32
NSW,08-May-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,22
NSW,08-May-98,Multiple,No,Unknown,Yes,80,Driver,Male,Unknown
NSW,08-May-98,Multiple,No,Unknown,Yes,80,Passenger,Female,Unknown
NSW,08-May-98,Multiple,No,Unknown,No,100,Driver,Male,37
NSW,08-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,2
VIC,08-May-98,Multiple,No,Unknown,No,80,Motorcycle rider,Male,32
VIC,08-May-98,Multiple,No,Unknown,No,80,Passenger,Male,40
QLD,08-May-98,Single,No,Unknown,No,100,Driver,Male,19
SA,08-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Female,83
NT,08-May-98,Single,No,Unknown,No,900,Passenger,Male,27
NSW,09-May-98,Single,No,Unknown,No,100,Passenger,Male,19
NSW,09-May-98,Pedestrian,No,Unknown,No,60,Pedestrian,Male,81
VIC,09-May-98,Multiple,No,Unknown,No,60,Driver,Male,81
VIC,09-May-98,Single,No,Unknown,No,60,Passenger,Female,40
QLD,09-May-98,Multiple,No,Unknown,No,100,Driver,Male,58
SA,09-May-98,Single,No,Unknown,No,60,Passenger,Male,19
SA,09-May-98,Single,No,Unknown,No,60,Passenger,Male,21
WA,09-May-98,Single,No,Unknown,No,90,Driver,Male,32
NSW,10-May-98,Single,No,Unknown,No,60,Passenger,Male,19
NSW,10-May-98,Single,No,Unknown,No,80,Driver,Male,38
NSW,10-May-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,19
VIC,10-May-98,Multiple,No,Unknown,No,80,Driver,Male,72
TAS,10-May-98,Multiple,No,Unknown,No,100,Driver,Female,59
NSW,11-May-98,Single,Yes,Unknown,No,100,Passenger,Male,16
NSW,11-May-98,Multiple,No,Unknown,No,60,Motorcycle rider,Male,31
NSW,11-May-98,Multiple,No,Unknown,No,60,Motorcycle pillion passenger,Female,20
NSW,11-May-98,Pedestrian,No,Unknown,No,80,Pedestrian,Male,91
NSW,11-May-98,Pedestrian,No,Unknown,No,100,Pedestrian,Male,49
SA,11-May-98,Multiple,No,Unknown,No,80,Bicyclist,Female,43
WA,11-May-98,Single,No,Unknown,No,110,Driver,Male,75
