StateFormated,DateFormated,TimeFormated,Crash_TypeFormated,Bus_InvolvementFormated,Heavy_Rigid_Truck_InvolvementFormated,Speed_LimitFormated,Road_UserFormated,GenderFormated,AgeFormated
2,42539,0.06,2,1,1,70,7,2,16
7,42539,0.89,3,1,1,80,2,2,70
4,42539,0.71,3,1,1,60,2,1,41
8,42539,0.33,3,1,1,110,2,2,31
2,42540,0.36,3,1,1,80,2,2,23
2,42540,0.6,1,1,1,80,4,2,55
2,42540,0.9,3,1,1,90,2,2,25
5,42540,0.79,3,1,1,50,1,2,46
7,42541,0.21,3,1,1,80,2,2,41
7,42541,0.68,1,1,1,80,2,2,86
4,42541,0,3,1,1,100,2,2,36
4,42541,0.29,1,1,2,80,4,2,40
2,42542,0.43,2,1,1,50,7,1,87
5,42542,0.41,1,1,1,80,6,1,26
6,42542,0.72,1,1,2,100,6,1,16
6,42542,0.72,1,1,2,100,6,2,0
7,42543,0.75,1,1,1,70,2,1,47
2,42544,0.53,3,1,1,80,2,2,53
7,42544,0.63,1,1,1,50,1,2,47
2,42546,0.04,3,1,1,100,2,2,44
2,42546,0.46,1,1,1,100,4,2,44
2,42546,0.88,3,1,1,60,6,2,41
7,42546,0.32,3,1,1,100,6,2,41
7,42546,0.32,3,1,1,100,2,1,38
7,42546,0.63,1,1,1,100,2,1,30
5,42546,0.75,2,1,1,60,7,2,61
2,42547,0.26,1,1,1,100,4,2,46
2,42547,0.87,1,1,1,100,2,2,32
7,42548,0.34,3,1,1,110,2,2,44
7,42548,0.72,3,1,1,90,2,2,25
7,42548,0.54,1,1,1,60,2,2,82
7,42549,0.03,2,1,1,100,7,2,33
4,42551,0.29,3,1,1,100,2,2,46
4,42551,0.5,1,1,1,60,1,2,73
2,42552,0.71,3,1,1,80,4,2,66
2,42552,0.82,3,1,1,110,2,2,75
4,42552,0,3,1,1,100,2,2,26
8,42552,0.77,3,1,1,50,2,2,28
2,42553,0.02,3,1,1,50,2,2,27
2,42553,0.5,1,1,1,100,6,1,31
7,42553,0,3,1,1,60,2,2,36
4,42553,0.08,3,1,1,100,2,2,38
4,42553,0.54,3,1,1,100,2,2,37
4,42553,0.54,3,1,1,100,6,1,37
8,42553,0.91,3,1,1,80,2,2,58
1,42553,0.24,3,1,1,100,2,2,21
2,42554,0.9,3,1,1,100,2,2,28
2,42554,0.9,3,1,1,100,6,2,26
8,42554,0.66,3,1,1,110,4,1,46
4,42555,0.67,2,1,1,70,7,2,82
7,42556,0.75,1,1,1,100,2,2,37
4,42557,0.71,3,1,1,40,1,2,62
8,42557,0.29,3,1,1,110,2,2,62
8,42557,0.92,2,1,1,90,7,2,47
2,42558,0.29,2,1,1,60,7,2,50
8,42558,0.61,3,1,2,50,1,2,12
7,42559,0.62,1,1,1,100,6,2,45
5,42559,0.38,1,1,1,90,2,2,25
5,42559,0.52,1,1,1,110,4,2,59
8,42559,0.96,3,1,1,50,2,2,36
8,42559,0.8,3,1,1,80,6,2,28
8,42559,0.62,3,1,1,80,4,2,19
6,42559,0.98,2,1,1,100,7,2,43
2,42560,0.74,3,1,1,40,2,2,39
2,42560,0.74,2,1,1,90,7,2,45
4,42560,0.5,1,1,1,80,4,2,46
5,42560,0.51,3,1,1,50,4,2,17
8,42560,0.33,3,1,1,110,2,2,30
2,42561,0.69,1,1,1,50,4,2,61
2,42561,0.96,3,1,1,40,2,2,32
7,42561,0.03,3,1,1,80,2,2,59
4,42562,0.21,3,1,1,100,2,2,19
4,42562,0.58,2,1,1,50,7,1,82
3,42562,0.17,3,1,1,130,6,2,36
2,42563,0.67,1,1,1,50,4,2,46
7,42563,0.49,1,1,1,110,2,2,21
2,42564,0.11,3,1,1,80,2,2,35
7,42564,0.67,2,1,2,60,7,2,88
7,42564,0.99,1,1,1,80,2,1,39
1,42564,0.31,1,1,1,100,2,2,53
2,42565,0.48,3,1,1,100,4,2,67
7,42565,0.11,2,1,1,80,7,2,30
8,42565,0.66,3,1,1,100,2,2,17
2,42566,0.24,1,1,1,70,4,2,18
2,42566,0.23,3,1,1,80,2,2,45
4,42566,0.5,1,1,1,100,2,1,44
4,42566,0.46,3,1,1,100,2,2,50
7,42567,0.2,1,1,1,70,2,2,32
7,42567,0.84,1,1,1,80,2,2,29
4,42567,0.79,3,1,1,100,2,2,23
8,42567,0.9,2,1,1,110,7,2,42
8,42567,0.7,3,1,2,80,5,2,5
2,42568,0.07,3,1,1,90,6,2,41
2,42568,0.53,2,1,1,50,7,1,74
2,42568,0.89,3,1,1,50,6,2,17
2,42568,0.4,3,1,1,70,2,2,67
4,42568,0.29,3,1,1,100,2,2,78
5,42568,0.32,3,1,1,100,2,2,22
8,42568,0.94,3,1,1,100,2,2,52
7,42569,0.57,2,1,1,80,7,1,60
4,42569,0.63,1,1,1,80,4,2,37
2,42570,0.63,3,1,1,100,6,2,72
7,42570,0.97,3,1,1,100,2,2,31
4,42570,0.88,3,1,1,80,2,1,20
8,42570,0.71,3,1,1,110,4,2,52
7,42571,0.29,3,1,1,100,2,2,21
4,42571,0.5,1,1,1,100,6,1,25
8,42571,0.02,3,1,1,110,2,2,43
2,42572,0.01,3,1,1,80,2,2,39
2,42572,0.04,3,1,1,50,4,2,22
2,42572,0.04,3,1,1,50,3,2,20
4,42572,0.75,3,1,1,80,2,2,85
4,42572,0.75,3,1,1,100,2,2,20
2,42573,0.27,3,1,1,100,2,1,18
7,42573,0.02,3,1,1,60,3,2,18
4,42573,0.58,1,1,1,100,2,1,56
4,42573,0.58,1,1,1,100,6,1,59
4,42573,0.79,1,1,1,60,4,2,25
8,42573,0.44,3,1,1,110,2,2,43
6,42573,0.75,2,2,1,50,7,1,46
3,42573,0.56,1,2,1,1,2,2,76
3,42573,0.56,1,2,1,1,6,1,74
2,42574,0.64,1,1,1,80,4,2,33
7,42574,0.37,3,1,1,100,2,1,49
7,42574,0.88,3,1,1,100,2,1,46
7,42574,0.96,3,1,1,60,4,2,22
4,42574,0.29,3,1,1,60,2,2,64
7,42575,0.4,2,1,1,60,7,2,71
7,42575,0.73,3,1,1,100,2,1,18
7,42576,0.17,1,1,1,100,2,2,67
7,42576,0.79,3,1,1,80,2,2,36
7,42576,0.76,3,1,1,100,2,2,23
4,42576,0.58,3,1,1,100,4,2,49
3,42577,0.08,3,1,1,110,6,2,2
7,42578,0.07,3,1,1,80,2,2,16
3,42579,0.9,3,1,1,100,2,2,25
2,42580,0.79,3,1,1,100,2,2,54
2,42580,0.79,3,1,1,100,6,1,32
7,42580,0.66,3,1,1,100,2,1,74
4,42580,0.63,1,1,1,80,2,2,23
8,42580,0.75,2,1,1,60,7,1,78
2,42581,0.21,3,1,1,100,2,2,18
2,42581,0.82,2,1,1,110,7,2,36
7,42581,0.1,2,1,1,60,7,1,24
4,42581,0.63,1,1,1,80,6,1,45
7,42582,0.77,1,1,1,100,2,1,58
4,42582,0.21,2,1,1,60,7,1,71
4,42582,0.54,1,1,1,60,4,2,66
4,42582,0.63,3,1,1,100,4,2,31
8,42582,0.83,3,1,1,110,6,1,4
2,42583,0.21,3,1,1,100,2,2,52
7,42583,0.26,3,1,1,80,2,2,27
7,42583,0.63,1,1,1,60,2,2,85
4,42583,0.21,1,1,2,80,2,2,23
4,42583,0.71,3,1,1,60,6,1,21
2,42584,0.79,3,1,1,80,2,1,67
2,42585,0.25,3,1,2,80,2,2,24
2,42585,0.61,3,1,1,80,2,1,59
7,42585,0.39,1,1,1,100,6,1,57
4,42585,0.75,2,1,1,60,7,2,84
4,42585,0.79,1,1,1,100,2,1,17
2,42586,0.99,3,1,1,60,2,2,20
2,42587,0.94,3,1,1,100,2,2,22
2,42587,0.67,2,2,1,60,7,2,73
7,42587,0.02,3,1,1,60,2,2,24
7,42587,0.91,3,1,1,100,2,1,48
2,42588,0.82,2,1,1,50,7,1,32
7,42588,0.84,1,1,1,70,6,1,93
8,42588,0.81,3,1,1,1,2,2,36
2,42589,0.24,3,1,1,100,2,2,21
2,42589,0.53,1,1,1,100,6,1,53
2,42589,0.46,1,1,1,50,6,1,38
5,42589,0.36,3,1,1,80,2,2,41
8,42589,0.07,3,1,1,110,2,2,36
2,42590,0.69,2,1,1,100,7,2,10
7,42590,0.57,1,1,1,80,6,1,0
7,42591,0.79,2,1,1,70,7,2,44
4,42591,0.21,2,1,1,100,7,1,19
7,42592,0.75,1,1,1,60,2,2,87
4,42592,0.83,2,1,1,60,7,2,31
3,42592,0.62,3,1,1,110,2,2,65
4,42593,0.54,1,1,1,60,4,2,45
8,42593,0.46,3,1,1,60,2,2,66
2,42594,0.08,2,1,1,80,7,2,48
2,42594,0.65,1,1,1,80,4,1,59
2,42594,0.79,3,1,1,100,6,2,15
2,42594,0.06,3,1,1,60,4,2,20
7,42594,0.6,1,1,1,70,4,2,37
7,42594,0.68,2,1,1,80,7,2,51
4,42594,0.21,3,1,2,100,2,2,55
2,42595,0.53,1,1,1,100,2,2,53
2,42595,0.53,1,1,1,100,2,2,47
2,42595,0.76,1,1,1,100,4,2,21
7,42595,0.33,2,1,1,60,7,2,85
7,42595,0.57,3,1,1,100,2,2,52
3,42595,0.59,3,1,1,130,2,2,27
2,42596,0.51,1,1,1,110,2,1,30
2,42596,0.18,2,2,1,60,7,2,32
7,42596,0.13,2,1,1,80,7,1,45
8,42596,0.68,3,1,1,100,6,1,25
8,42596,0.58,3,1,1,70,4,2,22
8,42596,0.79,3,1,1,90,2,2,28
8,42596,0.79,3,1,1,90,6,1,21
8,42596,0.79,3,1,1,90,6,1,20
5,42597,0.34,1,1,1,60,1,2,73
8,42597,0.42,3,2,1,60,2,2,88
2,42598,0.22,1,1,1,100,4,2,44
4,42598,0.79,1,1,1,100,2,1,25
5,42598,0.12,3,1,1,110,6,1,48
8,42598,0.49,3,1,1,110,6,2,84
8,42598,0.49,3,1,1,110,2,1,81
2,42599,0.28,1,1,1,60,4,2,28
8,42599,0.51,3,1,2,60,6,2,40
2,42600,0.41,1,1,1,90,2,2,69
2,42600,0.43,2,1,1,50,7,1,69
7,42600,0.35,1,1,1,100,2,2,50
7,42600,0.57,1,1,2,100,2,1,63
7,42600,0.61,1,1,1,100,2,1,56
5,42600,0.71,1,1,1,100,6,2,47
8,42600,0.97,3,1,1,110,2,2,54
2,42601,0.14,1,1,2,70,2,2,65
2,42601,0.17,3,1,1,100,2,2,28
7,42601,0.39,1,1,1,100,2,2,41
7,42601,0.39,1,1,1,100,2,2,43
4,42601,0.83,2,1,1,60,7,2,34
4,42602,0.79,2,1,1,50,7,2,24
8,42602,0.5,3,1,1,70,2,1,20
2,42603,0.5,3,1,1,100,4,2,31
7,42603,0.44,3,1,1,100,2,2,38
7,42603,0.65,1,1,1,100,2,2,56
2,42604,0.39,3,1,1,100,2,2,96
7,42604,0.26,1,1,1,100,2,2,28
4,42604,0.96,1,1,1,70,6,1,22
5,42604,0.47,1,1,2,80,2,2,34
7,42606,0.52,3,1,1,100,2,2,87
7,42606,0.26,1,1,1,60,4,2,33
4,42606,0.71,1,1,1,80,2,1,49
5,42606,0.76,1,1,1,80,6,2,82
8,42606,0.95,3,1,1,110,4,2,40
3,42606,0.58,3,1,1,110,2,2,26
7,42607,0.43,1,1,2,100,2,2,24
3,42607,0.88,2,1,1,80,7,2,42
2,42608,0.76,1,1,1,60,1,1,66
7,42608,0.49,1,1,1,60,4,2,25
7,42608,0.61,1,1,1,80,2,1,77
7,42608,0.67,3,1,1,100,2,1,22
7,42608,0.76,1,1,1,60,4,2,26
7,42608,0.99,3,1,1,80,4,2,25
4,42608,0.96,3,1,1,100,2,2,34
8,42608,0.57,3,1,1,110,6,1,24
2,42609,0.92,3,1,1,100,2,1,66
3,42609,0.81,3,1,1,110,2,2,45
3,42609,0.81,3,1,1,110,6,1,44
2,42610,0.04,3,1,1,80,2,1,30
2,42610,0.78,2,1,1,60,7,1,54
2,42610,0.38,1,1,1,100,4,1,51
4,42610,0.29,3,1,1,100,2,2,21
2,42611,0.8,2,1,1,60,7,1,32
4,42611,0.88,1,1,1,110,2,2,27
7,42612,0.86,1,1,1,100,2,1,26
4,42612,0.63,1,1,2,100,2,2,58
2,42613,0.63,3,1,1,50,2,2,83
8,42613,0.95,3,1,2,110,2,2,44
4,42614,0.5,2,1,1,60,7,2,97
4,42614,0.75,1,1,1,60,4,2,23
4,42614,0.79,1,1,1,60,2,2,31
4,42614,0.83,3,1,1,60,2,2,23
8,42614,0.66,3,1,1,70,4,2,27
2,42615,0.21,3,1,1,100,6,1,76
2,42615,0.26,1,1,1,50,2,1,68
4,42615,0.83,2,1,1,60,7,1,69
8,42615,0.65,3,1,2,60,2,2,65
1,42615,0.35,1,1,1,70,4,2,24
2,42616,0.25,1,1,1,60,2,1,62
2,42616,0.28,1,1,1,80,2,2,58
2,42616,0.88,1,1,1,60,2,2,32
7,42616,0.49,2,1,1,70,7,2,85
4,42616,0.17,2,1,1,50,7,2,24
4,42617,0.79,3,1,1,80,6,1,59
2,42618,0.4,1,1,2,100,2,2,72
7,42618,0.01,3,1,1,100,2,2,52
8,42618,0.69,3,1,1,100,4,2,43
1,42618,0.13,1,1,1,100,2,2,39
7,42620,0.75,1,1,1,70,4,2,43
4,42620,0.67,1,1,1,70,2,2,88
2,42621,0.44,1,1,1,90,2,2,76
2,42622,0.25,3,1,1,50,2,2,36
7,42622,0.42,3,1,1,60,2,2,75
4,42622,0.83,2,1,1,80,7,1,26
2,42623,0.51,3,1,1,80,4,2,43
8,42623,0.62,3,1,1,50,5,2,23
2,42624,0.55,1,1,1,100,4,2,43
7,42624,0.49,1,1,1,100,2,2,28
5,42624,0.96,3,1,1,80,2,1,22
6,42624,0.56,1,1,1,100,6,1,84
2,42625,0.53,3,1,1,50,6,2,82
2,42625,0.85,3,1,1,80,4,2,29
8,42625,0.02,3,1,1,80,2,1,22
2,42626,0.61,2,2,1,60,7,2,28
8,42626,0.93,3,1,1,90,2,2,25
2,42627,0.51,1,1,2,80,2,2,18
7,42627,0.66,1,1,1,60,6,1,73
7,42627,0.66,1,1,1,60,2,1,71
6,42628,0.88,3,1,1,60,2,2,18
6,42628,0.88,3,1,1,60,6,1,2
2,42629,0.63,1,1,1,100,2,2,53
7,42629,0.98,1,1,1,50,4,2,42
4,42629,0.79,3,1,1,60,4,2,40
5,42629,0.57,1,1,2,80,2,2,20
2,42630,0.48,1,1,2,40,4,2,36
5,42630,0.99,2,1,1,80,7,2,20
8,42630,0.81,3,1,1,70,6,1,60
8,42630,0.81,3,1,1,70,6,2,66
2,42631,0.1,3,1,1,90,2,2,25
7,42631,0.8,2,1,1,60,7,1,72
4,42631,0.54,1,1,1,80,6,2,4
2,42632,0.3,3,1,1,110,2,1,71
2,42632,0.63,1,1,1,60,2,2,79
2,42632,0.96,1,1,1,110,4,2,22
2,42632,0,3,1,1,80,2,2,46
7,42632,0.63,1,1,1,100,2,2,71
4,42632,0.58,1,1,1,60,4,2,43
8,42633,0.78,2,1,1,70,7,2,71
5,42634,0.61,2,1,1,50,7,2,54
8,42634,0.67,3,1,1,100,4,1,41
2,42636,0.72,1,1,1,50,4,2,50
2,42636,0.49,1,1,1,60,2,1,91
2,42636,0.57,3,1,1,100,6,1,53
7,42636,0.68,1,1,1,80,2,2,85
7,42636,0.96,3,1,1,100,2,2,39
4,42636,0.5,3,1,1,70,4,2,18
5,42636,0.42,3,1,1,110,6,1,12
8,42637,0.37,3,1,1,90,2,2,24
7,42638,0.57,1,1,1,100,4,2,41
4,42638,0.25,3,1,1,100,4,2,40
4,42638,0.46,1,1,1,70,4,2,49
5,42638,0.63,1,1,1,110,2,2,87
6,42638,0.43,3,1,1,100,4,2,79
2,42639,0.44,1,1,2,100,2,2,72
2,42639,0.44,1,1,2,100,6,1,75
2,42639,0.62,2,2,1,40,7,2,48
7,42639,0.4,2,1,1,777,7,1,89
7,42639,0.96,3,1,1,60,2,2,20
6,42639,0.84,3,1,1,100,2,2,36
2,42640,0.96,3,1,1,80,6,1,23
2,42640,0.88,3,1,1,100,6,2,17
2,42640,0.88,3,1,1,100,6,2,22
2,42640,0.42,2,1,1,40,7,2,86
7,42640,0.32,2,1,1,60,7,2,87
4,42640,0.75,2,1,1,100,7,1,38
5,42640,0.08,3,1,1,100,6,1,29
8,42640,0.83,3,1,1,110,2,2,20
7,42641,0.09,2,1,1,110,7,2,50
4,42642,0.21,1,1,1,80,2,2,31
2,42643,0.55,1,1,1,60,6,1,84
4,42643,0.67,3,1,1,100,2,2,35
4,42644,0.17,2,1,1,100,7,2,23
4,42644,0.21,1,1,1,80,4,2,42
8,42644,0.98,3,1,1,110,2,1,37
8,42644,0.49,3,1,1,110,2,2,16
8,42644,0.49,3,1,1,110,6,2,15
8,42644,0.49,3,1,1,110,6,2,28
3,42644,0.77,3,1,1,130,6,1,62
3,42644,0.95,1,1,1,100,6,2,31
3,42644,0.95,1,1,1,100,6,2,25
2,42645,0.72,3,1,1,50,2,2,59
4,42645,0.75,3,1,1,60,2,2,21
5,42645,0.66,1,1,1,100,6,1,8
8,42645,0.41,3,1,1,110,2,2,29
8,42645,0.41,3,1,1,110,6,1,26
8,42645,0.15,3,1,1,110,2,2,45
5,42646,0.65,3,1,1,60,5,2,71
2,42648,0.73,2,1,1,60,7,2,85
2,42649,0.56,1,1,2,80,2,2,46
2,42649,0.56,1,1,2,80,2,2,49
2,42649,0.69,3,1,1,100,4,2,36
7,42649,0.35,1,1,2,60,2,2,80
7,42649,0.4,1,1,1,60,2,2,38
5,42649,0.89,1,1,1,40,2,1,48
3,42649,0.85,3,1,1,110,6,1,27
2,42650,0.71,1,1,1,80,4,2,43
7,42650,0.89,3,1,1,100,2,2,22
4,42650,0.29,1,1,1,80,2,2,29
8,42650,0.39,3,1,1,110,2,2,75
3,42650,0.72,3,1,1,110,2,2,45
3,42650,0.83,2,1,1,10,7,2,46
7,42651,0.68,3,1,1,100,2,1,69
7,42651,0.95,1,1,1,110,2,1,30
4,42651,0.96,2,1,1,60,7,2,22
5,42651,0.69,3,1,1,110,6,1,66
2,42652,0.49,2,2,1,50,7,1,79
4,42652,0.33,3,1,1,100,2,2,35
4,42652,0.42,3,1,1,100,4,2,52
8,42652,0.9,3,1,1,70,4,2,19
1,42652,0.69,3,1,1,60,2,2,24
2,42653,0.46,1,1,1,50,4,2,14
7,42653,0.22,2,1,1,100,7,1,53
7,42654,0.39,1,1,1,60,2,2,61
8,42654,0.82,2,1,1,80,7,2,48
2,42655,0.69,1,1,1,100,2,2,41
2,42655,0.69,1,1,1,100,2,2,21
8,42655,0.45,3,1,1,80,4,2,28
8,42655,0.87,3,1,1,70,4,2,30
2,42656,0.83,2,1,1,60,7,2,56
2,42656,0.63,3,1,1,110,6,1,76
2,42656,0.68,1,1,1,100,4,1,31
7,42656,0.5,1,1,2,80,2,1,54
7,42656,0.71,3,1,1,50,1,2,58
1,42656,0.69,1,1,1,80,2,1,63
7,42657,0.85,1,1,1,100,2,2,76
6,42657,0.4,1,1,1,90,4,2,59
6,42657,0.96,1,1,1,40,4,2,48
3,42657,0.9,3,1,1,110,2,2,23
2,42658,0.96,3,1,1,80,6,2,20
4,42658,0.25,3,1,1,110,6,1,21
5,42658,0.77,3,1,1,50,4,2,22
8,42658,0.02,3,1,1,60,4,2,47
6,42658,0.52,3,1,1,80,4,2,16
4,42659,0.42,3,1,1,100,2,2,80
4,42659,0.42,1,1,1,100,4,2,70
4,42659,0.42,3,1,1,100,2,2,76
2,42661,0.29,1,1,1,70,4,2,56
2,42661,0.64,1,1,2,100,2,1,35
2,42661,0.81,1,1,1,100,2,2,36
5,42661,0.46,1,1,1,110,2,2,72
4,42662,0.13,3,1,1,100,2,1,26
5,42662,0.92,1,1,1,60,2,1,74
8,42662,0.64,3,1,1,110,2,2,53
7,42663,0.53,1,1,2,60,4,2,43
7,42663,0.76,3,1,1,100,2,2,30
4,42663,0,1,1,1,100,2,2,60
4,42663,0.21,1,1,1,60,4,2,43
8,42663,0.76,3,1,1,50,4,2,17
8,42663,0.63,3,1,1,50,4,2,41
2,42664,0.98,3,1,1,100,2,2,17
2,42664,0.98,3,1,1,100,6,2,18
2,42664,0.68,1,1,1,110,2,2,61
2,42664,0.68,1,1,1,110,2,1,48
7,42664,0.7,1,1,1,80,4,2,65
5,42664,0.3,3,1,2,110,2,2,76
2,42665,0.53,3,1,1,110,2,2,27
2,42665,0.3,3,1,1,110,2,2,40
7,42665,0.86,2,1,1,60,7,1,58
4,42665,0.33,1,1,1,60,4,2,61
8,42665,0.5,3,1,1,110,6,2,24
8,42665,0.5,3,1,1,110,6,1,20
2,42666,0.54,1,1,1,50,2,2,57
7,42666,0.56,3,1,1,100,2,2,18
4,42666,0.83,3,1,1,60,4,2,23
8,42666,0.68,3,1,1,110,3,1,10
2,42667,0.43,1,1,1,80,4,2,22
7,42667,0.68,1,1,1,80,2,1,45
7,42667,0.92,3,1,1,40,2,2,15
5,42667,0.99,1,2,1,60,2,1,52
2,42668,0.6,1,1,1,110,4,2,37
2,42668,0.48,3,1,1,110,2,2,50
2,42668,0.96,3,1,1,80,2,2,29
7,42668,0.59,3,1,1,100,2,1,48
7,42668,0.64,1,1,2,100,2,1,49
8,42668,0.77,3,1,1,70,4,2,37
2,42669,0.91,1,1,1,70,4,2,17
4,42669,0.42,1,1,1,50,4,2,52
5,42669,0.26,1,1,1,100,2,2,38
6,42669,0.66,1,1,1,100,2,1,20
4,42670,0.33,3,1,1,100,2,2,76
4,42671,0.33,1,1,1,100,2,2,48
4,42671,0.63,3,1,1,100,4,2,61
7,42672,0.56,2,1,1,60,7,2,59
2,42673,0.52,1,1,1,80,2,2,69
2,42673,0.73,1,1,1,60,6,2,73
7,42673,0.52,3,1,1,60,2,2,32
8,42673,0.67,3,1,1,1,2,2,32
7,42674,0.92,2,1,1,80,7,1,45
4,42676,0.13,1,1,1,60,2,1,26
4,42676,0.79,2,1,1,70,7,2,23
8,42677,0.01,3,1,1,110,2,1,32
3,42678,0.31,3,1,1,110,6,1,2
7,42679,0.62,3,1,1,70,2,2,80
7,42679,0.81,1,1,1,80,6,2,17
4,42679,0.25,3,1,1,100,6,2,24
4,42679,0.63,3,1,1,60,2,2,23
8,42679,0.93,3,1,1,110,2,2,39
5,42680,0.26,1,1,1,110,2,2,43
1,42680,0.5,3,1,1,100,4,2,36
2,42682,0.32,2,1,2,60,7,1,26
2,42682,0.41,1,1,1,50,2,2,22
4,42682,0.42,3,1,1,80,2,2,65
7,42683,0.25,1,1,1,80,4,2,25
7,42683,0.38,1,1,1,80,2,1,81
7,42683,0.51,3,1,1,100,2,1,79
7,42683,0.9,3,1,1,100,6,1,62
7,42683,0.9,3,1,1,100,2,2,65
2,42684,0.41,1,1,1,100,2,2,69
2,42684,0.63,1,1,1,80,2,1,49
5,42684,0.33,3,1,1,100,2,2,80
8,42685,0.25,3,1,2,100,2,2,19
3,42685,0.75,3,1,1,130,6,1,46
2,42686,0.34,2,1,1,70,7,2,25
2,42686,0.61,1,1,1,110,6,1,87
7,42686,0,3,1,1,50,6,2,45
8,42686,0.91,3,1,1,60,4,2,30
7,42687,0.81,1,2,1,60,4,2,32
8,42687,0.74,3,1,1,90,2,1,26
8,42687,0.59,3,1,1,80,4,1,44
6,42687,0.13,2,1,1,80,7,2,25
2,42688,0.64,2,1,1,60,7,2,79
2,42689,0.45,2,1,1,70,7,2,23
7,42689,0.32,1,1,1,100,2,2,26
4,42689,0.58,1,1,2,100,4,2,19
8,42689,0.73,3,1,1,80,4,2,80
2,42690,0.25,1,1,2,100,4,2,44
2,42690,0.82,3,1,1,50,2,2,24
7,42690,0.34,1,1,1,50,1,2,42
4,42690,0.92,3,1,1,80,2,1,26
5,42690,0.57,2,2,1,50,7,2,72
5,42690,0.91,2,1,1,80,7,2,45
2,42691,0.61,1,1,1,100,2,2,26
7,42691,0.94,3,1,1,60,2,2,26
4,42691,0.08,3,1,1,60,2,2,26
4,42691,0.38,1,2,2,80,2,2,62
2,42692,0.48,1,1,1,80,4,2,66
8,42692,0.01,3,1,1,60,4,2,39
4,42693,0.04,2,1,1,70,7,2,37
4,42693,0.5,1,1,1,100,4,2,43
5,42693,0.1,3,1,1,80,2,2,28
5,42693,0.1,3,1,1,80,6,2,23
5,42693,0.1,3,1,1,80,6,2,22
5,42693,0.1,3,1,1,80,6,2,17
8,42693,0.93,3,1,1,80,2,1,41
8,42693,0.92,3,1,1,70,4,2,34
3,42693,0.72,3,1,1,50,2,2,55
2,42694,0.57,1,1,1,80,2,1,72
7,42694,0.67,3,1,1,100,2,1,29
5,42694,0.38,1,1,1,100,2,2,72
8,42694,0.53,3,1,1,110,6,1,14
8,42694,0.53,3,1,1,110,2,1,37
2,42695,0.3,2,1,1,40,7,1,45
2,42695,0.3,3,1,1,100,2,2,25
2,42695,0.6,1,1,1,50,4,2,22
2,42695,0.49,3,1,1,50,2,2,85
7,42695,0.94,3,1,1,60,2,1,88
4,42695,0.29,1,1,1,100,2,2,22
4,42695,0.58,3,1,1,100,2,2,22
5,42695,0.56,3,1,1,80,4,2,31
7,42696,0.48,2,1,1,60,7,1,90
7,42696,0.49,3,1,1,60,6,1,85
7,42696,0.56,1,1,1,80,2,2,33
7,42696,0.62,1,1,1,100,2,2,25
7,42696,0.66,1,1,1,60,6,1,8
4,42696,0.21,1,1,2,100,1,2,50
8,42696,0.01,3,1,1,50,2,1,40
2,42697,0.39,1,1,1,100,1,2,59
7,42697,0.87,2,1,1,70,7,2,33
4,42697,0.71,1,1,1,80,4,2,48
8,42698,0.28,2,1,1,100,7,2,81
4,42699,0.25,1,1,1,60,6,2,27
8,42699,0.27,3,1,1,110,2,1,23
4,42700,0.08,3,1,1,60,2,2,21
4,42700,0.71,1,1,1,80,6,1,86
4,42700,0.79,3,1,1,100,2,2,39
3,42700,0.65,3,1,1,130,6,1,22
3,42700,0.65,3,1,1,130,6,2,1
2,42701,0.39,3,1,1,60,4,2,50
2,42701,0.7,1,1,1,100,2,2,28
2,42701,0.67,3,1,1,100,6,2,3
2,42701,0.15,3,1,1,60,6,2,11
7,42701,0.71,3,1,1,80,2,2,36
8,42701,0.87,2,1,1,60,7,1,52
2,42702,0.27,1,1,2,80,2,2,37
2,42702,0.76,1,1,1,50,2,2,86
7,42702,0.33,1,1,2,60,4,2,25
7,42702,0.65,2,1,1,60,7,2,81
8,42702,0.65,3,1,1,110,2,2,45
2,42703,0.41,3,1,1,100,2,2,85
4,42703,0.96,1,1,1,100,2,2,57
7,42704,0.7,2,1,1,70,7,2,66
7,42704,0.58,3,1,1,60,1,2,27
2,42705,0.76,3,1,1,100,6,1,27
7,42705,0.56,3,1,1,100,6,1,67
2,42706,0.54,1,1,1,80,2,2,75
2,42706,0.09,3,1,1,80,6,2,18
7,42706,0.27,1,1,1,80,4,2,61
7,42706,0.93,3,1,1,100,2,2,34
4,42706,0.25,3,1,1,60,4,2,21
4,42706,0.71,1,1,1,100,6,1,25
4,42706,0.71,1,1,1,100,6,1,27
2,42707,0.04,1,1,1,60,2,2,76
2,42707,0.04,1,1,1,60,4,2,26
2,42707,0.64,1,1,1,100,2,2,17
7,42707,0.05,1,1,1,60,2,2,27
7,42707,0.97,3,1,1,80,2,2,21
4,42707,0,2,1,1,60,7,2,44
4,42707,0.54,1,1,2,70,2,2,40
2,42708,0.13,3,1,1,80,2,2,38
2,42708,0.1,2,1,1,100,7,2,18
4,42708,0.46,1,1,1,100,2,2,32
8,42708,0.15,3,1,1,110,2,2,34
7,42709,0.29,3,1,1,100,6,1,75
7,42709,0.29,3,1,1,100,2,2,42
2,42710,0.73,3,1,1,100,2,2,19
2,42710,0.98,3,1,1,100,4,2,35
4,42710,0.88,2,1,1,50,7,2,53
5,42710,0.5,1,1,1,100,2,1,90
8,42710,0.88,2,1,1,60,7,1,26
